Acronym,Name,Download_Link
TDWGSPEC,TDWG Specimen LSID Ontology,https://data.bioontology.org/ontologies/TDWGSPEC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MATRCOMPOUND,Material Compound,https://data.bioontology.org/ontologies/MATRCOMPOUND/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FAST-TITLE,FAST (Faceted Application of Subject Terminology) Title Facet,https://data.bioontology.org/ontologies/FAST-TITLE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DRANPTO,Dementia-Related Agitation Non-Pharmacological Treatment Ontology,https://data.bioontology.org/ontologies/DRANPTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PHAGE,Phylogenetics Ontology,https://data.bioontology.org/ontologies/PHAGE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FAST-GENREFORM,FAST (Faceted Access of Subject Terminology) GenreForm,https://data.bioontology.org/ontologies/FAST-GENREFORM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PHMAMMADO,Phallusia mammillata Anatomy and Development Ontology,https://data.bioontology.org/ontologies/PHMAMMADO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EMIF-AD,EMIF-AD ontology,https://data.bioontology.org/ontologies/EMIF-AD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NEIO,Neural Electronic Interface Ontology,https://data.bioontology.org/ontologies/NEIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HGNC-NR,HGNC New Releases Ontology,https://data.bioontology.org/ontologies/HGNC-NR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BIBFRAME,BIBFRAME 2.0,https://data.bioontology.org/ontologies/BIBFRAME/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DDI,Ontology for Drug Discovery Investigations,https://data.bioontology.org/ontologies/DDI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
METABUS,metaBUS controlled vocabulary for organizational and applied psychology research,https://data.bioontology.org/ontologies/METABUS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HIVHPVFGS,"HIV, HPV, FGS vocabulary",https://data.bioontology.org/ontologies/HIVHPVFGS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SEPIO,Scientific Evidence and Provenance Information Ontology,https://data.bioontology.org/ontologies/SEPIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BIBLIOTEK-O,The Biblioteko Ontology,https://data.bioontology.org/ontologies/BIBLIOTEK-O/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PCMO,Pediatric Consultation and Monitoring Ontology ,https://data.bioontology.org/ontologies/PCMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PGHD_CONNECT,PGHD_CONNECT,https://data.bioontology.org/ontologies/PGHD_CONNECT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CTU_BEREADY_GEM,CTU Bern BEReady Gemeinden,https://data.bioontology.org/ontologies/CTU_BEREADY_GEM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EGO,Epigenome Ontology,https://data.bioontology.org/ontologies/EGO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PPLC,Placental Pathology Lesion Classification,https://data.bioontology.org/ontologies/PPLC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EDAM-BIOIMAGING,EDAM Bioimaging Ontology,https://data.bioontology.org/ontologies/EDAM-BIOIMAGING/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MARC-LANGUAGES,MARC List for Languages,https://data.bioontology.org/ontologies/MARC-LANGUAGES/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PVONTO,Pharmacovigilance Ontology,https://data.bioontology.org/ontologies/PVONTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OCMR,Ontology of Chinese Medicine for Rheumatism,https://data.bioontology.org/ontologies/OCMR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
APACOMPUTER,Computer Cluster,https://data.bioontology.org/ontologies/APACOMPUTER/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PMAPP-PMO,PMO Precision Medicine Ontology,https://data.bioontology.org/ontologies/PMAPP-PMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DC,Dublin Core,https://data.bioontology.org/ontologies/DC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IAML-MOP,IAML Medium of Performance Vocabulary,https://data.bioontology.org/ontologies/IAML-MOP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
T4FS,terms4FAIRskills,https://data.bioontology.org/ontologies/T4FS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ATO,Amphibian Taxonomy Ontology,https://data.bioontology.org/ontologies/ATO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ATOM,Atlas Ontology Model,https://data.bioontology.org/ontologies/ATOM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ATOL,Animal Trait Ontology for Livestock,https://data.bioontology.org/ontologies/ATOL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
M4M-CHAR,M4M-CHAR,https://data.bioontology.org/ontologies/M4M-CHAR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VODANAKENYA,VODANA KENYA,https://data.bioontology.org/ontologies/VODANAKENYA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NLMVS,NIH NLM Value Sets,https://data.bioontology.org/ontologies/NLMVS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RDA-CONTENT,RDA Content type,https://data.bioontology.org/ontologies/RDA-CONTENT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICHOM-PROMS-PCB,ICHOM Set Pregnancy and Childbirth,https://data.bioontology.org/ontologies/ICHOM-PROMS-PCB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BDPM,Base de Données Publique des Médicaments,https://data.bioontology.org/ontologies/BDPM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OPB,Ontology of Physics for Biology,https://data.bioontology.org/ontologies/OPB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO19115,ISO 19115,https://data.bioontology.org/ontologies/ISO19115/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO19110,ISO 19110 Methodology for Feature Cataloguing,https://data.bioontology.org/ontologies/ISO19110/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CBO,Cell Behavior Ontology,https://data.bioontology.org/ontologies/CBO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DPO,Drosophila Phenotype Ontology,https://data.bioontology.org/ontologies/DPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
COB,Core Ontology for Biology and Biomedicine,https://data.bioontology.org/ontologies/COB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MEGO,Mobile Genetic Element Ontology,https://data.bioontology.org/ontologies/MEGO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OARCS,Ontology of Arthropod Circulatory Systems,https://data.bioontology.org/ontologies/OARCS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FALLS,falls prevention ,https://data.bioontology.org/ontologies/FALLS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ZFA,Zebrafish Anatomy and Development Ontology,https://data.bioontology.org/ontologies/ZFA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
C19M,COVID-19,https://data.bioontology.org/ontologies/C19M/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PATAXO,Technical Taxonomies for Patents,https://data.bioontology.org/ontologies/PATAXO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GBM,Glioblastoma,https://data.bioontology.org/ontologies/GBM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TOK,Terminological and Ontological Knowledge Resources Ontology,https://data.bioontology.org/ontologies/TOK/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SALMON,Salmon Ontology,https://data.bioontology.org/ontologies/SALMON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BIPON,Bacterial interlocked Process ONtology,https://data.bioontology.org/ontologies/BIPON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ILLNESSINJURY,Illness and Injury,https://data.bioontology.org/ontologies/ILLNESSINJURY/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MATRELEMENT,Material Element,https://data.bioontology.org/ontologies/MATRELEMENT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INO,Interaction Network Ontology,https://data.bioontology.org/ontologies/INO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CONDOR,Liver Cancer Ontology Diagnosis Treatment,https://data.bioontology.org/ontologies/CONDOR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GENE-CDS,Genomic Clinical Decision Support Ontology,https://data.bioontology.org/ontologies/GENE-CDS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DIAGONT,Diagnostic Ontology,https://data.bioontology.org/ontologies/DIAGONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
KTAO,Kidney Tissue Atlas Ontology,https://data.bioontology.org/ontologies/KTAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FHHO,Family Health History Ontology,https://data.bioontology.org/ontologies/FHHO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISPO,Integrated Ontology for Symptom Phenotype Terminologies,https://data.bioontology.org/ontologies/ISPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RXNO,Name Reaction Ontology,https://data.bioontology.org/ontologies/RXNO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BTO-EMMO,Brinell Test Ontology-EMMO,https://data.bioontology.org/ontologies/BTO-EMMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MONDO,Mondo Disease Ontology,https://data.bioontology.org/ontologies/MONDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OMIM,Online Mendelian Inheritance in Man,https://data.bioontology.org/ontologies/OMIM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OMIT,Ontology for MicroRNA Target,https://data.bioontology.org/ontologies/OMIT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TRANS,Nurse Transitional,https://data.bioontology.org/ontologies/TRANS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO19115DI,ISO 19115 Distribution Information,https://data.bioontology.org/ontologies/ISO19115DI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CLYH,Clytia hemisphaerica Development and Anatomy Ontology,https://data.bioontology.org/ontologies/CLYH/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CTONT,Epoch Clinical Trial Ontology,https://data.bioontology.org/ontologies/CTONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TEO,Time Event Ontology,https://data.bioontology.org/ontologies/TEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MGBD,MGB Drug List,https://data.bioontology.org/ontologies/MGBD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CVAO,STO,https://data.bioontology.org/ontologies/CVAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RCTONT,Randomized Controlled Trials Ontology,https://data.bioontology.org/ontologies/RCTONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DOID,Human Disease Ontology,https://data.bioontology.org/ontologies/DOID/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BIOMO,Biological Observation Matrix Ontology,https://data.bioontology.org/ontologies/BIOMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SSO,Syndromic Surveillance Ontology,https://data.bioontology.org/ontologies/SSO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SDO,Sleep Domain Ontology,https://data.bioontology.org/ontologies/SDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SDOHO,social determinants of health ontology-TaoLab,https://data.bioontology.org/ontologies/SDOHO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GCBO,Global Code Book Ontology,https://data.bioontology.org/ontologies/GCBO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HOIP,Homeostasis imbalance process ontology,https://data.bioontology.org/ontologies/HOIP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CEDARVS,CEDAR Value Sets,https://data.bioontology.org/ontologies/CEDARVS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OPE,Ontology of Physical Exercises,https://data.bioontology.org/ontologies/OPE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OGG,Ontology of Genes and Genomes,https://data.bioontology.org/ontologies/OGG/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RNAO,RNA Ontology,https://data.bioontology.org/ontologies/RNAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MOOCCIADO,Molgula occidentalis Anatomy and Development Ontology,https://data.bioontology.org/ontologies/MOOCCIADO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OBI_IEE,The Ontology for Biomedical Investigation based Inner Ear Electrophysiology ,https://data.bioontology.org/ontologies/OBI_IEE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NEO,Neurologic Examination Ontology,https://data.bioontology.org/ontologies/NEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VSO,Vital Sign Ontology,https://data.bioontology.org/ontologies/VSO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
APANEUROCLUSTER,APA Neuro Cluster,https://data.bioontology.org/ontologies/APANEUROCLUSTER/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MATERIALSMINE,MaterialsMine Ontology,https://data.bioontology.org/ontologies/MATERIALSMINE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DCTERMS,DCMI Metadata Terms: properties in /terms/ namespace,https://data.bioontology.org/ontologies/DCTERMS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO-FOOD,A formal representation of the knowledge within the domain of Isotopes for Food Science,https://data.bioontology.org/ontologies/ISO-FOOD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DCAT,Data Catalog Vocabulary,https://data.bioontology.org/ontologies/DCAT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DSIP_FL_7,DSIP_FL_7,https://data.bioontology.org/ontologies/DSIP_FL_7/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MOOCULADO,Molgula oculata Anatomy and Development Ontology,https://data.bioontology.org/ontologies/MOOCULADO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OREX-WG,OSIRIS-REx sample analysis workgroups,https://data.bioontology.org/ontologies/OREX-WG/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NMOBR,NeuroMorpho.Org brain region ontologies,https://data.bioontology.org/ontologies/NMOBR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FOVT,FuTRES Ontology of Vertebrate Traits,https://data.bioontology.org/ontologies/FOVT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PAYMENTMODE,Payment Mode,https://data.bioontology.org/ontologies/PAYMENTMODE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
THESISDEMO,thesisdemo,https://data.bioontology.org/ontologies/THESISDEMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PSIMOD,Protein Modification Ontology,https://data.bioontology.org/ontologies/PSIMOD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CHEMROF,CHEMROF,https://data.bioontology.org/ontologies/CHEMROF/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DRON,The Drug Ontology,https://data.bioontology.org/ontologies/DRON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OFSMR,Open Predictive Microbiology Ontology,https://data.bioontology.org/ontologies/OFSMR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FOUR-M_VOCABS,AGE-FRIENDLY 4M VOCABULARY,https://data.bioontology.org/ontologies/FOUR-M_VOCABS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CMO,Clinical Measurement Ontology,https://data.bioontology.org/ontologies/CMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ACVD_ONTOLOGY,Atherosclerotic Cerebrovascular Disease Ontology,https://data.bioontology.org/ontologies/ACVD_ONTOLOGY/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FASTO,HL7 FHIR and SSN ontology based Type 1 Diabetes Mellitus Ontology,https://data.bioontology.org/ontologies/FASTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SVU_MWS_WSM_F23,MWS-WSM-F23 Syrian Cinema Ontology,https://data.bioontology.org/ontologies/SVU_MWS_WSM_F23/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MIXSCV,Minimal Information about any Sequence (MIxS) Controlled Vocabularies,https://data.bioontology.org/ontologies/MIXSCV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HOOM,HPO - ORDO Ontological Module,https://data.bioontology.org/ontologies/HOOM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AFO,Allotrope Merged Ontology Suite,https://data.bioontology.org/ontologies/AFO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TEPHRAM4MEXAMPLE,Tephra M4M Example,https://data.bioontology.org/ontologies/TEPHRAM4MEXAMPLE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ETHOPD,Ethiopian OPD,https://data.bioontology.org/ontologies/ETHOPD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BIN,Body in Numbers project terminology,https://data.bioontology.org/ontologies/BIN/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INSECTH,insectH,https://data.bioontology.org/ontologies/INSECTH/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INFECTION_TRANS,Infection Transmission Ontology,https://data.bioontology.org/ontologies/INFECTION_TRANS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HIVHPV,HIVHPV,https://data.bioontology.org/ontologies/HIVHPV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ENDOH,Environmental Determinants of Health,https://data.bioontology.org/ontologies/ENDOH/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BIODIVTHES,Biodiversity Thesaurus,https://data.bioontology.org/ontologies/BIODIVTHES/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
D3O,DSMZ Digital Diversity Ontology,https://data.bioontology.org/ontologies/D3O/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NXDX,Test NXDX,https://data.bioontology.org/ontologies/NXDX/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
WETAXTOPICS,NEAT: wiNd Energy tAxonomy of Topics,https://data.bioontology.org/ontologies/WETAXTOPICS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
RXNORM,RxNORM,https://data.bioontology.org/ontologies/RXNORM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
WWECA,Women with Epilepsy of Child-bearing Age Ontology,https://data.bioontology.org/ontologies/WWECA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VSAO,Vertebrate Skeletal Anatomy Ontology,https://data.bioontology.org/ontologies/VSAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
