title,id,keywords,description,url,sub classification,owl link,License URL,Record Count,,,,,,,,url
Infectious Diseases and Antimicrobial Resistance,ID-AMR,,,https://bioportal.bioontology.org/ontologies/ID-AMR,,,,,,,,,,,,https://data.bioontology.org/ontologies/ID-AMR
Placental Maternal Health Conditions,PATMHC,,,https://bioportal.bioontology.org/ontologies/PATMHC,,,,,,,,,,,,https://data.bioontology.org/ontologies/PATMHC
NeuroBridge Ontology,NEUROBRG,,,https://bioportal.bioontology.org/ontologies/NEUROBRG,,,,,,,,,,,,https://data.bioontology.org/ontologies/NEUROBRG
Ontology of Host-Microbe Interactions,OHMI,,,https://bioportal.bioontology.org/ontologies/OHMI,,,,,,,,,,,,https://data.bioontology.org/ontologies/OHMI
Ontology of Nuclear Toxicity,ONTOTOXNUC,,,https://bioportal.bioontology.org/ontologies/ONTOTOXNUC,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOTOXNUC
REGN_BRO,REGN_BRO,,,https://bioportal.bioontology.org/ontologies/REGN_BRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/REGN_BRO
Biomedical Research Integrated Domain Group Model,BRIDG,,,https://bioportal.bioontology.org/ontologies/BRIDG,,,,,,,,,,,,https://data.bioontology.org/ontologies/BRIDG
Clinical Trials Ontology,CTO,,,https://bioportal.bioontology.org/ontologies/CTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CTO
Immunogenetics Ontology,IMGT-ONTOLOGY,,,https://bioportal.bioontology.org/ontologies/IMGT-ONTOLOGY,,,,,,,,,,,,https://data.bioontology.org/ontologies/IMGT-ONTOLOGY
M4M19 Variables,M4M19-VARS,,,https://bioportal.bioontology.org/ontologies/M4M19-VARS,,,,,,,,,,,,https://data.bioontology.org/ontologies/M4M19-VARS
BRENDA Tissue and Enzyme Source Ontology,BTO,,,https://bioportal.bioontology.org/ontologies/BTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BTO
Single-Nucleotide Polymorphism (SNP) Ontology,SNPO,,,https://bioportal.bioontology.org/ontologies/SNPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SNPO
FNS-Harmony,FNS-H,,,https://bioportal.bioontology.org/ontologies/FNS-H,,,,,,,,,,,,https://data.bioontology.org/ontologies/FNS-H
Process Chemistry Ontology,PROCO,,,https://bioportal.bioontology.org/ontologies/PROCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PROCO
Nursing Care Coordination Ontology,NCCO,,,https://bioportal.bioontology.org/ontologies/NCCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NCCO
Alzheimer Disease Relevance Ontology by Process,AD-DROP,,,https://bioportal.bioontology.org/ontologies/AD-DROP,,,,,,,,,,,,https://data.bioontology.org/ontologies/AD-DROP
MCHVODANATERMS,MCHVODANATERMS,,,https://bioportal.bioontology.org/ontologies/MCHVODANATERMS,,,,,,,,,,,,https://data.bioontology.org/ontologies/MCHVODANATERMS
EDDA Publication Types Taxonomy,EDDA_PT,,,https://bioportal.bioontology.org/ontologies/EDDA_PT,,,,,,,,,,,,https://data.bioontology.org/ontologies/EDDA_PT
Mapping of Drug Names and MeSH 2022,MDM,,,https://bioportal.bioontology.org/ontologies/MDM,,,,,,,,,,,,https://data.bioontology.org/ontologies/MDM
Breast Cancer Grading Ontology,BCGO,,,https://bioportal.bioontology.org/ontologies/BCGO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BCGO
Syrian Cinema Ontology,SVU_MWS_WSM,,,https://bioportal.bioontology.org/ontologies/SVU_MWS_WSM,,,,,,,,,,,,https://data.bioontology.org/ontologies/SVU_MWS_WSM
AdaLab-meta ontology,ADALAB-META,,,https://bioportal.bioontology.org/ontologies/ADALAB-META,,,,,,,,,,,,https://data.bioontology.org/ontologies/ADALAB-META
An ontology for experimental actions,EXACT,,,https://bioportal.bioontology.org/ontologies/EXACT,,,,,,,,,,,,https://data.bioontology.org/ontologies/EXACT
Antibiotic Resistance Ontology,ARO,,,https://bioportal.bioontology.org/ontologies/ARO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ARO
Research Variable Ontology,RVO,,,https://bioportal.bioontology.org/ontologies/RVO,,,,,,,,,,,,https://data.bioontology.org/ontologies/RVO
wsm24,LIBRARY,,,https://bioportal.bioontology.org/ontologies/LIBRARY,,,,,,,,,,,,https://data.bioontology.org/ontologies/LIBRARY
Library of Congress Carriers Scheme,LC-CARRIERS,,,https://bioportal.bioontology.org/ontologies/LC-CARRIERS,,,,,,,,,,,,https://data.bioontology.org/ontologies/LC-CARRIERS
ISO 19115 Common Classes,ISO19115CC,,,https://bioportal.bioontology.org/ontologies/ISO19115CC,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO19115CC
ISO 19115 Citation Information,ISO19115CI,,,https://bioportal.bioontology.org/ontologies/ISO19115CI,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO19115CI
Gene Expression Ontology,GEXO,,,https://bioportal.bioontology.org/ontologies/GEXO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GEXO
symptomatic treatment of multiple sclerosis ontology,STMSO,,,https://bioportal.bioontology.org/ontologies/STMSO,,,,,,,,,,,,https://data.bioontology.org/ontologies/STMSO
Drug Database for Inborn Errors of Metabolism (DDIEM) Ontology,DDIEM,,,https://bioportal.bioontology.org/ontologies/DDIEM,,,,,,,,,,,,https://data.bioontology.org/ontologies/DDIEM
Autism DSM-ADI-R ontology,ADAR,,,https://bioportal.bioontology.org/ontologies/ADAR,,,,,,,,,,,,https://data.bioontology.org/ontologies/ADAR
LipidOntology,LION,,,https://bioportal.bioontology.org/ontologies/LION,,,,,,,,,,,,https://data.bioontology.org/ontologies/LION
Vertebrate Homologous Organ Group Ontology,VHOG,,,https://bioportal.bioontology.org/ontologies/VHOG,,,,,,,,,,,,https://data.bioontology.org/ontologies/VHOG
Brucellosis Ontology,IDOBRU,,,https://bioportal.bioontology.org/ontologies/IDOBRU,,,,,,,,,,,,https://data.bioontology.org/ontologies/IDOBRU
Ontology of Biological Attributes,OBA,,,https://bioportal.bioontology.org/ontologies/OBA,,,,,,,,,,,,https://data.bioontology.org/ontologies/OBA
COVID-19 Surveillance Ontology,COVID19,,,https://bioportal.bioontology.org/ontologies/COVID19,,,,,,,,,,,,https://data.bioontology.org/ontologies/COVID19
Minimum PDDI Information Ontology,MPIO,,,https://bioportal.bioontology.org/ontologies/MPIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MPIO
Phylogenetic Ontology,PHYLONT,,,https://bioportal.bioontology.org/ontologies/PHYLONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/PHYLONT
FAST (Faceted Application of Subject Terminology) Event Facet,FAST-EVENT-SKOS,,,https://bioportal.bioontology.org/ontologies/FAST-EVENT-SKOS,,,,,,,,,,,,https://data.bioontology.org/ontologies/FAST-EVENT-SKOS
ISO 19108 Temporal Objects,ISO19108TO,,,https://bioportal.bioontology.org/ontologies/ISO19108TO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO19108TO
Cereal Plant Gross Anatomy Ontology,GRO-CPGA,,,https://bioportal.bioontology.org/ontologies/GRO-CPGA,,,,,,,,,,,,https://data.bioontology.org/ontologies/GRO-CPGA
Adverse Event Reporting Ontology,AERO,,,https://bioportal.bioontology.org/ontologies/AERO,,,,,,,,,,,,https://data.bioontology.org/ontologies/AERO
Long Covid Phenotype Ontology,LONGCOVID,,,https://bioportal.bioontology.org/ontologies/LONGCOVID,,,,,,,,,,,,https://data.bioontology.org/ontologies/LONGCOVID
Animal Health Ontology for Livestock,AHOL,,,https://bioportal.bioontology.org/ontologies/AHOL,,,,,,,,,,,,https://data.bioontology.org/ontologies/AHOL
CYTOKINE,CYTO,,,https://bioportal.bioontology.org/ontologies/CYTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CYTO
MicroRNA Ontology,MIRNAO,,,https://bioportal.bioontology.org/ontologies/MIRNAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MIRNAO
Artificial Intelligence Ontology,AIO,,,https://bioportal.bioontology.org/ontologies/AIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/AIO
RADx Metadata Ontology,RADMO,,,https://bioportal.bioontology.org/ontologies/RADMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/RADMO
Viral Disease Ontology Trunk,VDOT,,,https://bioportal.bioontology.org/ontologies/VDOT,,,,,,,,,,,,https://data.bioontology.org/ontologies/VDOT
Medical Imaging and Diagnostic Ontology,MIDO,,,https://bioportal.bioontology.org/ontologies/MIDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MIDO
Hypersensitivity pneumonitis ontology,HP_O,,,https://bioportal.bioontology.org/ontologies/HP_O,,,,,,,,,,,,https://data.bioontology.org/ontologies/HP_O
Preposition_enabled Spatial Ontology,PESONT,,,https://bioportal.bioontology.org/ontologies/PESONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/PESONT
Zebrafish Phenotype Ontology,ZP,,,https://bioportal.bioontology.org/ontologies/ZP,,,,,,,,,,,,https://data.bioontology.org/ontologies/ZP
PhenomeBLAST Ontology,PHENOMEBLAST,,,https://bioportal.bioontology.org/ontologies/PHENOMEBLAST,,,,,,,,,,,,https://data.bioontology.org/ontologies/PHENOMEBLAST
3-Step Theory of suicide,THREE-ST,,,https://bioportal.bioontology.org/ontologies/THREE-ST,,,,,,,,,,,,https://data.bioontology.org/ontologies/THREE-ST
CODO: an Ontology for collection and analysis of COviD-19 data,CODO,,,https://bioportal.bioontology.org/ontologies/CODO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CODO
Health and Social Person-centric Ontology,HSPO,,,https://bioportal.bioontology.org/ontologies/HSPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HSPO
Diagnosis Ontology of Clinical Care Classification,DOCCC,,,https://bioportal.bioontology.org/ontologies/DOCCC,,,,,,,,,,,,https://data.bioontology.org/ontologies/DOCCC
VODANATERMS,VODANA-GENERAL,,,https://bioportal.bioontology.org/ontologies/VODANA-GENERAL,,,,,,,,,,,,https://data.bioontology.org/ontologies/VODANA-GENERAL
OPD Register Ontology,OPDRONT,,,https://bioportal.bioontology.org/ontologies/OPDRONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/OPDRONT
Pathogen Transmission Ontology,PTRANS,,,https://bioportal.bioontology.org/ontologies/PTRANS,,,,,,,,,,,,https://data.bioontology.org/ontologies/PTRANS
"Ontology of Alternative Medicine, French",ONTOMA,,,https://bioportal.bioontology.org/ontologies/ONTOMA,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOMA
mymedicalinformation,MEDICALINFO,,,https://bioportal.bioontology.org/ontologies/MEDICALINFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MEDICALINFO
HECON: Health Condition Evolution Ontology,HECON,,,https://bioportal.bioontology.org/ontologies/HECON,,,,,,,,,,,,https://data.bioontology.org/ontologies/HECON
NMR-Controlled Vocabulary,NMR,,,https://bioportal.bioontology.org/ontologies/NMR,,,,,,,,,,,,https://data.bioontology.org/ontologies/NMR
Brinell Test Ontology-BFO,BTO-BFO,,,https://bioportal.bioontology.org/ontologies/BTO-BFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BTO-BFO
Pediatric Terminology,PEDTERM,,,https://bioportal.bioontology.org/ontologies/PEDTERM,,,,,,,,,,,,https://data.bioontology.org/ontologies/PEDTERM
ETHIOPIA_OUTPATIENT,VODANETHIOPIA_OR,,,https://bioportal.bioontology.org/ontologies/VODANETHIOPIA_OR,,,,,,,,,,,,https://data.bioontology.org/ontologies/VODANETHIOPIA_OR
Knowledge Graph Change Language,KGCL,,,https://bioportal.bioontology.org/ontologies/KGCL,,,,,,,,,,,,https://data.bioontology.org/ontologies/KGCL
Biofilm Ontology,BIFO,,,https://bioportal.bioontology.org/ontologies/BIFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BIFO
 Obesity Tracking Ontology,OTO,,,https://bioportal.bioontology.org/ontologies/OTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/OTO
Inherited Retinal Dystrophies,IRD,,,https://bioportal.bioontology.org/ontologies/IRD,,,,,,,,,,,,https://data.bioontology.org/ontologies/IRD
Data harmonization ontology for cross border malaria surveillance ,IRDG,,,https://bioportal.bioontology.org/ontologies/IRDG,,,,,,,,,,,,https://data.bioontology.org/ontologies/IRDG
SATUSEHAT Thesis,SST,,,https://bioportal.bioontology.org/ontologies/SST,,,,,,,,,,,,https://data.bioontology.org/ontologies/SST
Obstetric and Neonatal Ontology,ONTONEO,,,https://bioportal.bioontology.org/ontologies/ONTONEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTONEO
"Systematized Nomenclature of Medicine, International Version",SNMI,,,https://bioportal.bioontology.org/ontologies/SNMI,,,,,,,,,,,,https://data.bioontology.org/ontologies/SNMI
Epilepsy Syndrome Seizure Ontology,ESSO,,,https://bioportal.bioontology.org/ontologies/ESSO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ESSO
"Human Developmental Anatomy Ontology, timed version",EHDA,,,https://bioportal.bioontology.org/ontologies/EHDA,,,,,,,,,,,,https://data.bioontology.org/ontologies/EHDA
Elderly Care Dementia Ontology,ECDO,,,https://bioportal.bioontology.org/ontologies/ECDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ECDO
Biological Resource Schema Ontology,BRSO,,,https://bioportal.bioontology.org/ontologies/BRSO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BRSO
Uber Anatomy Ontology,UBERON,,,https://bioportal.bioontology.org/ontologies/UBERON,,,,,,,,,,,,https://data.bioontology.org/ontologies/UBERON
Halocynthia aurantium Anatomy and Development Ontology,HAAURAADO,,,https://bioportal.bioontology.org/ontologies/HAAURAADO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HAAURAADO
Emotion Ontology,MFOEM,,,https://bioportal.bioontology.org/ontologies/MFOEM,,,,,,,,,,,,https://data.bioontology.org/ontologies/MFOEM
Fly Taxonomy,FB-SP,,,https://bioportal.bioontology.org/ontologies/FB-SP,,,,,,,,,,,,https://data.bioontology.org/ontologies/FB-SP
Cognitive Reserves Assessment Tasks,ONL-TASKS,,,https://bioportal.bioontology.org/ontologies/ONL-TASKS,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONL-TASKS
Medical Educational Resource Aggregator,MERA,,,https://bioportal.bioontology.org/ontologies/MERA,,,,,,,,,,,,https://data.bioontology.org/ontologies/MERA
OntoAvida: ontology for Avida digital evolution platform,ONTOAVIDA,,,https://bioportal.bioontology.org/ontologies/ONTOAVIDA,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOAVIDA
Food Interactions with Drugs Evidence Ontology,FIDEO,,,https://bioportal.bioontology.org/ontologies/FIDEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/FIDEO
Assessment of Indian Economy During Covid-19 ,INBANCIDO,,,https://bioportal.bioontology.org/ontologies/INBANCIDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/INBANCIDO
ETHIOPIANC,ETANC,,,https://bioportal.bioontology.org/ontologies/ETANC,,,,,,,,,,,,https://data.bioontology.org/ontologies/ETANC
Master Drug Data Base Clinical Drugs,MDDB,,,https://bioportal.bioontology.org/ontologies/MDDB,,,,,,,,,,,,https://data.bioontology.org/ontologies/MDDB
Bionutrition Ontology,BNO,,,https://bioportal.bioontology.org/ontologies/BNO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BNO
Statistics Ontology,STATO,,,https://bioportal.bioontology.org/ontologies/STATO,,,,,,,,,,,,https://data.bioontology.org/ontologies/STATO
Consumer Wearable Device,CWD,,,https://bioportal.bioontology.org/ontologies/CWD,,,,,,,,,,,,https://data.bioontology.org/ontologies/CWD
Physico-Chemical Process,REX,,,https://bioportal.bioontology.org/ontologies/REX,,,,,,,,,,,,https://data.bioontology.org/ontologies/REX
Regulation of Gene Expression Ontolology,REXO,,,https://bioportal.bioontology.org/ontologies/REXO,,,,,,,,,,,,https://data.bioontology.org/ontologies/REXO
Fission Yeast Phenotype Ontology,FYPO,,,https://bioportal.bioontology.org/ontologies/FYPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/FYPO
Doremus List of Keys,DOREMUS-KEYS,,,https://bioportal.bioontology.org/ontologies/DOREMUS-KEYS,,,,,,,,,,,,https://data.bioontology.org/ontologies/DOREMUS-KEYS
Anatomic Pathology Lexicon,PATHLEX,,,https://bioportal.bioontology.org/ontologies/PATHLEX,,,,,,,,,,,,https://data.bioontology.org/ontologies/PATHLEX
Biological Collections Ontology,BCO,,,https://bioportal.bioontology.org/ontologies/BCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BCO
Breast Cancer Ontology,BCON,,,https://bioportal.bioontology.org/ontologies/BCON,,,,,,,,,,,,https://data.bioontology.org/ontologies/BCON
Taxonomic Rank Vocabulary,TAXRANK,,,https://bioportal.bioontology.org/ontologies/TAXRANK,,,,,,,,,,,,https://data.bioontology.org/ontologies/TAXRANK
Vaccination Informed Consent Ontology,VICO,,,https://bioportal.bioontology.org/ontologies/VICO,,,,,,,,,,,,https://data.bioontology.org/ontologies/VICO
BrainTeaser Ontology (BTO),BT-ONTOLOGY,,,https://bioportal.bioontology.org/ontologies/BT-ONTOLOGY,,,,,,,,,,,,https://data.bioontology.org/ontologies/BT-ONTOLOGY
ISO-15926-2_2003_annotations,ISO-ANNOTATIONS,,,https://bioportal.bioontology.org/ontologies/ISO-ANNOTATIONS,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO-ANNOTATIONS
Epilepsy Ontology,EPILONT,,,https://bioportal.bioontology.org/ontologies/EPILONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/EPILONT
FAIR Data Train Ontology,FDT-O,,,https://bioportal.bioontology.org/ontologies/FDT-O,,,,,,,,,,,,https://data.bioontology.org/ontologies/FDT-O
Healthcare Monitoring and Emergency Response Ontology,HERO,,,https://bioportal.bioontology.org/ontologies/HERO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HERO
Ontology of Homology and Related Concepts in Biology,HOM,,,https://bioportal.bioontology.org/ontologies/HOM,,,,,,,,,,,,https://data.bioontology.org/ontologies/HOM
Health Ontology for Minority Equity,HOME,,,https://bioportal.bioontology.org/ontologies/HOME,,,,,,,,,,,,https://data.bioontology.org/ontologies/HOME
Reproductive Trait and Phenotype Ontology,REPO,,,https://bioportal.bioontology.org/ontologies/REPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/REPO
Ciona intestinalis Anatomy and Development Ontology,CIINTEADO,,,https://bioportal.bioontology.org/ontologies/CIINTEADO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CIINTEADO
Chemical Process,PROCCHEMICAL,,,https://bioportal.bioontology.org/ontologies/PROCCHEMICAL,,,,,,,,,,,,https://data.bioontology.org/ontologies/PROCCHEMICAL
ISO-15926-2_2003_oil,ISO-15926-2_2003,,,https://bioportal.bioontology.org/ontologies/ISO-15926-2_2003,,,,,,,,,,,,https://data.bioontology.org/ontologies/ISO-15926-2_2003
Breast Cancer-Microbiome Ontology ,BCMO,,,https://bioportal.bioontology.org/ontologies/BCMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BCMO
Cell Cycle Ontology,CCO,,,https://bioportal.bioontology.org/ontologies/CCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CCO
Cerrado concepts and plant community dynamics,CCON,,,https://bioportal.bioontology.org/ontologies/CCON,,,,,,,,,,,,https://data.bioontology.org/ontologies/CCON
Gene Ontology Extension,GO-EXT,,,https://bioportal.bioontology.org/ontologies/GO-EXT,,,,,,,,,,,,https://data.bioontology.org/ontologies/GO-EXT
Hymenoptera Anatomy Ontology,HAO,,,https://bioportal.bioontology.org/ontologies/HAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HAO
Ontology of Language Disorder in Autism,LDA,,,https://bioportal.bioontology.org/ontologies/LDA,,,,,,,,,,,,https://data.bioontology.org/ontologies/LDA
Digital Forensic,SK,,,https://bioportal.bioontology.org/ontologies/SK,,,,,,,,,,,,https://data.bioontology.org/ontologies/SK
SMART Protocols,SP,,,https://bioportal.bioontology.org/ontologies/SP,,,,,,,,,,,,https://data.bioontology.org/ontologies/SP
Sequence Types and Features Ontology,SO,,,https://bioportal.bioontology.org/ontologies/SO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SO
METPO,METPO,,,https://bioportal.bioontology.org/ontologies/METPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/METPO
