title,id,keywords,description,url,Sub classification,owl link,License URL,Estimated Classes,lov_page
"Provenance, Authoring and Versioning (PAV) Ontology",pav,['Quality'],"PAV is a lightweight ontology for tracking Provenance, Authoring and Versioning. PAV specializes the W3C provenance ontology PROV-O in order to describe authorship, curation and digital creation of online resources.",http://purl.org/pav/,,,https://creativecommons.org/licenses/by/3.0/,50,https://lov.linkeddata.es/dataset/lov/vocabs/pav
UK Payment Ontology,pay,['Contracts'],"Vocabulary for representing payments, such as government expenditures, using the data cube representation.",http://reference.data.gov.uk/def/payment#,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,35,https://lov.linkeddata.es/dataset/lov/vocabs/pay
Plant Breeding Ontology Core,pbo,['Music'],The Play Back Ontology specification provides basic concepts and properties for describing concepts that are related to the play back domain.,http://purl.org/ontology/pbo/core#,,,Not Specified,60,https://lov.linkeddata.es/dataset/lov/vocabs/pbo
Public Contracts Ontology,pc,['Contracts'],Ontologie pro veřejné zakázky poskytuje vyjadřovací prostředky pro popis zakázek zadávaných institucemi veřejné správy.,http://purl.org/procurement/public-contracts,,https://code.google.com/p/public-contracts-ontology/source/browse/public-contracts.ttl,https://creativecommons.org/licenses/by/3.0/,75,https://lov.linkeddata.es/dataset/lov/vocabs/pc
Data Privacy Vocabulary - Policy Domain,pd,"['People', 'Society']",Extension to the Data Privacy Vocabulary (DPV) providing additional categories of personal data,https://w3id.org/dpv/pd,,,https://creativecommons.org/licenses/by/4.0/,85,https://lov.linkeddata.es/dataset/lov/vocabs/pd
Personal Data Ontology,pdo,['Society'],"The Project Documents Ontology models the inherent structure and concepts of various documents in a project-specific setting, like meeting minutes, status reports etc.",http://vocab.deri.ie/pdo,,,https://creativecommons.org/licenses/by/3.0/,45,https://lov.linkeddata.es/dataset/lov/vocabs/pdo
PECO Ontology,peco,['Environment'],"This ontology defines a vocabulary for describing provenance traces of carbon emission calculations by capturing the quantifiable measurements of carbon emission sources used by some activities (e.g., electricity used by a machinery to produce a product, petrol used to make a car journey, etc.) and emission conversion factors used to estimate the carbon emissions produced by these. In addition, the ontology provides the ability to capture various data transformations that occurred before energy estimates may be used with relevant conversion factors. For example, sensors may provide raw readings about a water flow of an irrigation rig in an agri-food operation which is then used as a proxy to estimate the total volume of fertilisers used.",https://w3id.org/peco,,,https://creativecommons.org/licenses/by/4.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/peco
PEP Ontology,pep,"['Industry', 'Services', 'Methods']",The process execution ontology is a proposal for a simple extension of both the [W3C Semantic Sensor Network](https://www.w3.org/TR/vocab-ssn/) and the [Semantic Actuator Network](https://www.irit.fr/recherches/MELODI/ontologies/SAN.owl) ontology cores.,https://w3id.org/pep/,,,https://creativecommons.org/licenses/by/4.0/,30,https://lov.linkeddata.es/dataset/lov/vocabs/pep
Person Ontology,person,['People'],The Person Core Vocabulary provides a minimum set of classes and properties for describing a natural person,http://www.w3.org/ns/person,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,40,https://lov.linkeddata.es/dataset/lov/vocabs/person
PROTONext Ontology,pext,['PROTON'],Upper-level ontology with extensions to handle Linked Open Data (LOD),http://www.ontotext.com/proton/protonext,,http://old.ontotext.com/proton/protonext#,https://www.ontotext.com/company/legal-and-policies/,90,https://lov.linkeddata.es/dataset/lov/vocabs/pext
PHDD Ontology,phdd,['CSV'],Physical data description (PHDD) of existing or published data (tables) in a rectangular format. The data could be either represented in records with character-separated values (CSV) or in records with fixed length.,http://rdf-vocabulary.ddialliance.org/phdd,,,https://creativecommons.org/licenses/by/3.0/,50,https://lov.linkeddata.es/dataset/lov/vocabs/phdd
PICO Ontology,pico,"['Health', 'Society']","The PICO ontology provides a machine accessible version of the PICO framework. It essentially provides a model for describing evidence in a consistent way. The model allows the specifying of complex populations, detailed interventions and their comparisons as well as the outcomes considered. The PICO ontology was originally designed to model the questions asked and answered in Cochrane's systematic reviews. As a leader in the field of evidence based healthcare Cochrane uses the PICO model when framing and publishing evidence based questions. The PICO model is widely adopted for describing healthcare evidence, furthermore is equally applicable in other evidence-based domains. It essentially provides a model for describing evidence in a consistent way.",http://data.cochrane.org/ontologies/pico/,,,https://creativecommons.org/licenses/by/4.0/,35,https://lov.linkeddata.es/dataset/lov/vocabs/pico
PIMS-II Ontology,pimsii,['Metadata'],The Physicalistic Interpretation of Modelling and Simulation - Interoperability Infrastructure (PIMS-II) is a mid-level ontology with a focus on documenting cognitive processes and epistemic metadata,http://www.molmod.info/semantics/pims-ii.ttl,,,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/pimsii
Places Ontology,place,['Geography'],The Places Ontology is a simple lightweight ontology for describing places of geographic interest.,http://purl.org/ontology/places,,,Not Specified,55,https://lov.linkeddata.es/dataset/lov/vocabs/place
PersonLink Ontology,plink,['People'],A Multilingual and Multicultural Ontology Representing Family Relationships.,http://cedric.cnam.fr/isid/ontologies/PersonLink.owl,,,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/plink
PO Ontology,plo,['Music'],"An ontology for describing playlists, playlist entries and songs.",http://purl.org/net/po#,,,Not Specified,20,https://lov.linkeddata.es/dataset/lov/vocabs/plo
Proof Markup Language Provenance Ontology,pmlp,['Quality'],The provenance part of PML2 ontology. It is a fundamental component of PML2 ontology.,http://inference-web.org/2.0/pml-provenance.owl,,,https://creativecommons.org/licenses/by/3.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/pmlp
PREMON Functional Ontology,pmofn,['Tag'],The FrameNet module of the PreMOn ontology extends the core module for representing concepts specific to FrameNet. The modeling is based on the [FrameNet II: Extended Theory and Practice](https://framenet2.icsi.berkeley.edu/docs/r1.5/book.pdf) book.,http://premon.fbk.eu/ontology/fn,,,https://creativecommons.org/licenses/by/3.0/,45,https://lov.linkeddata.es/dataset/lov/vocabs/pmofn
PREMON Neural Behavior Ontology,pmonb,['Tag'],The NomBank module of the PreMOn ontology extends the core module for representing concepts specific to NomBank. The modelling is based on the NomBank Specifications.,http://premon.fbk.eu/ontology/nb,,,https://creativecommons.org/licenses/by/3.0/,35,https://lov.linkeddata.es/dataset/lov/vocabs/pmonb
PREMON Physical Behavior Ontology,pmopb,['Tag'],The PropBank module of the PreMOn ontology extends the core module for representing concepts specific to PropBank.,http://premon.fbk.eu/ontology/pb,,,https://creativecommons.org/licenses/by/3.0/,40,https://lov.linkeddata.es/dataset/lov/vocabs/pmopb
PREMON Visual Neuroscience Ontology,pmovn,['Tag'],The VerbNet module of the PreMOn ontology extends the core module with classes and properties specific to the VerbNet predicate model. The modelling is based on the VerbNet Annotation Guidelines.,http://premon.fbk.eu/ontology/vn,,,https://creativecommons.org/licenses/by/3.0/,50,https://lov.linkeddata.es/dataset/lov/vocabs/pmovn
Press.net Asset Ontology,pna,['Press'],"Press.net Asset Ontology describes news assets (text, images, video, data, etc), the relationships between them and how assets can be classified and semantically annotated.",http://data.press.net/ontology/asset/,,,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/pna
Press.net Classification Ontology,pnc,['Catalogs'],The Press.net Classification Ontology allows assets to be holistically classified using a controlled vocabulary or taxonomy.,http://data.press.net/ontology/classification/,,,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/pnc
Press.net Event Ontology,pne,['Press'],Press.net Event Ontology models news-worthy events and their relationship to news assets and stuff (simple entities) in the world.,http://data.press.net/ontology/event/,,,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/pne
Press.net Identifier Ontology,pni,['Support'],"The Identifier Ontology models non-RDF based Identifiers for resources. It  is used to maintain a mapping between RDF resources identifiers and their equivalent IDs in an alternate, non-RDF based domain.",http://data.press.net/ontology/identifier/,,,Not Specified,20,https://lov.linkeddata.es/dataset/lov/vocabs/pni
Press.net Stuff Ontology,pns,['Press'],"Press.net Stuff Ontology models real world entities. There are two kinds of stuff: tangibles and intangibles. Tangible stuff includes persons, locations and organizations. Intangibles are abstract concepts such as smoking, feminism or love.",http://data.press.net/ontology/stuff/,,,Not Specified,15,https://lov.linkeddata.es/dataset/lov/vocabs/pns
Press.net Tag Ontology,pnt,['Tag'],Press.net Tag Ontology defines relationships for semantically annotating taggable things (for example news assets) with domain entities (stuff) and events.,http://data.press.net/ontology/tag/,,,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/pnt
Publishing Ontology,po,['Multimedia'],"This ontology aims at providing a simple vocabulary for describing programmes. It covers brands, series (seasons), episodes, broadcast events, broadcast services, etc.",http://purl.org/ontology/po/,,,Not Specified,40,https://lov.linkeddata.es/dataset/lov/vocabs/po
Poderopedia Vocabulary,poder,['People'],"A vocabulary to express information about people and their relations with Organizations, Companies, etc.",http://dev.poderopedia.com/vocab/schema,,,https://creativecommons.org/licenses/by/3.0/,55,https://lov.linkeddata.es/dataset/lov/vocabs/poder
POSO Ontology,poso,"['Geography', 'Geometry']",This ontology provides the terminologies used for positioning systems.,http://purl.org/poso/,,,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/poso
POSO Common Vocabulary,posocm,"['Services', 'Geometry']",This ontology provides the terminologies used for positioning systems.,http://purl.org/poso/common/,,,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/posocm
Ordnance Survey Postcode Ontology,postcode,['Geography'],An ontology describing the postcode geography in Great Britain.,http://data.ordnancesurvey.co.uk/ontology/postcode/,,http://www.ordnancesurvey.co.uk/oswebsite/ontology/postcode.owl,https://www.ordnancesurvey.co.uk/business-government/licensing-agreements/terms-horizontal,45,https://lov.linkeddata.es/dataset/lov/vocabs/postcode
POSTE Ontology,poste,['Society'],"Vocabulaire décrivant la répartition des points de contact du réseau postal en France métropolitaine, Guadeloupe, Guyane, La Réunion, Martinique, Mayotte, Monaco, Monte-Carlo et Saint-Pierre et Miquelon",http://data.lirmm.fr/ontologies/poste,,,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/poste
PPO Ontology,ppo,['API'],An ontology to create privacy preferences for Linked Data,http://vocab.deri.ie/ppo,,,https://creativecommons.org/licenses/by/3.0/,50,https://lov.linkeddata.es/dataset/lov/vocabs/ppo
Public Procurement Ontology,pproc,['Contracts'],The PPROC ontology defines the necessary concepts to describe public procurement process and the contracts of public sector (public e-procurement). The ontology has been designed with the main purpose of publishing data about public contracts.,http://contsem.unizar.es/def/sector-publico/pproc,,,https://creativecommons.org/licenses/by/3.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/pproc
